Storage location;Material;Material Description;Batch;Unrestricted;Base Unit of Measure;Material type;Quality Inspection;Transit and Transfer;Restricted-Use Stock;Blocked;Descr. of Storage Loc.
2001;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260422TA;0.0;EA;ZFRT;13100;0;0;0.0;FG
2001;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260423TA;0.0;EA;ZFRT;13100;0;0;0.0;FG
2001;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260511TA;0.0;EA;ZFRT;13100;0;0;0.0;FG
2001;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260512TA;0.0;EA;ZFRT;13100;0;0;0.0;FG
2001;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260513TA;0.0;EA;ZFRT;13100;0;0;0.0;FG
2001;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260514TA;0.0;EA;ZFRT;13100;0;0;0.0;FG
5005;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260324TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260325TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260407TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260408TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260418VA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260422TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260423TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260511TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260512TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260513TA;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260514TA;19.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSA80K10SQX;RF IK  8Fr10cm PL Straight 0.035"GW;260120A;5400.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA80N25AQ;RF IK  8Fr 25cm PL Angled 0.038"GW;260317TA;540.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSA80N25AQ;RF IK  8Fr 25cm PL Angled 0.038"GW;260317TA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB40G07SQ;RF IK  4Fr 7cm PL Straight 0.025GW;260317VA;780.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB40G07SQ;RF IK  4Fr 7cm PL Straight 0.025GW;260317VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB40G07SQX;RF IK  4Fr 7cm PL Straight 0.025GW;251224A;300.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB40G07SQX;RF IK  4Fr 7cm PL Straight 0.025GW;260422A;0.0;EA;ZFRT;580;0;0;0.0;FG
5005;4RSB40G07SQX;RF IK  4Fr 7cm PL Straight 0.025GW;260422A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB40G10SQX;RF IK  4Fr 10cm PL Straight 0.025GW;250920A;200.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB40K10AQX;RF IK  4Fr 25cm PL Angled 0.035" GW;260226A;300.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB40K10MQ;RF IK 4Fr 10cm SpringStraight J 0.035"GW;260318VA;960.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB40K10MQ;RF IK 4Fr 10cm SpringStraight J 0.035"GW;260318VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB40K10MQX;RF IK 4Fr 10cm SpringStraight J 0.035"GW;260115A;13000.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB40K10MR;RF IK 4Fr 10cm SpringStraight J 0.035"GW;260117VA;1800.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB40K10MR;RF IK 4Fr 10cm SpringStraight J 0.035"GW;260423VA;0.0;EA;ZFRT;5000;0;0;0.0;FG
5005;4RSB40K10MR;RF IK 4Fr 10cm SpringStraight J 0.035"GW;260423VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB40K10MRX;RF IK 4Fr 10cm SpringStraight J 0.035"GW;260119A;2600.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB40K10MRX;RF IK 4Fr 10cm SpringStraight J 0.035"GW;260418A;0.0;EA;ZFRT;2900;0;0;0.0;FG
5005;4RSB40K10MRX;RF IK 4Fr 10cm SpringStraight J 0.035"GW;260418A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB40K10SQX;RF IK  4Fr10cm PL Straight 0.035"GW;260226A;1000.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50G07SQ;RF IK  5Fr 7cm PL Straight 0.025"GW;260121VA;1560.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50G07SQX;RF IK  5Fr 7cm PL Straight 0.025"GW;250820A;800.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50K10MQ;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260317VA;620.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50K10MQX;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260122A;1900.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50K10MQX;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260210A;6100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50K10MQX;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260327A;13100.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB50K10MQX;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260327A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB50K10MR;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260225VA;2000.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50K10MR;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260420VA;0.0;EA;ZFRT;7200;0;0;0.0;FG
5005;4RSB50K10MR;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260420VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB50K10MRX;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260320A;200.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50K10MRX;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260420A;0.0;EA;ZFRT;100;0;0;0.0;FG
5005;4RSB50K10MRX;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260320A;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSB50K10MRX;RF IK 5Fr 10cm SpringStraight J 0.035"GW;260420A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB50K25AQ;RF IK  5Fr 25cm PL Angled 0.035" GW;260226VA;580.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB50N10AQX;RF IK  5Fr 10cm PL Angled 0.038" GW;260320A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB50N10MQ;RF IK 5Fr 10cm SpringStraight J 0.038"GW;251111VA;600.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50N10MQ;RF IK 5Fr 10cm SpringStraight J 0.038"GW;260318VA;8900.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB50N10MQ;RF IK 5Fr 10cm SpringStraight J 0.038"GW;260318VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB50N10MQX;RF IK 5Fr 10cm SpringStraight J 0.038"GW;260228A;5200.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50N10MR;RF IK 5Fr 10cm SpringStraight J 0.038"GW;260423VA;0.0;EA;ZFRT;700;0;0;0.0;FG
5005;4RSB50N10MR;RF IK 5Fr 10cm SpringStraight J 0.038"GW;260423VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB50N10MR5;RF IK 5Fr 10cm SpringStraight J 0.038"GW;251210VA;4200.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50N10MR5;RF IK 5Fr 10cm SpringStraight J 0.038"GW;260423VA;0.0;EA;ZFRT;8000;0;0;0.0;FG
5005;4RSB50N10MR5;RF IK 5Fr 10cm SpringStraight J 0.038"GW;260423VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB50N10SQ;RF IK  5Fr10cm PL Straight 0.038"GW;260317VA;540.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50N10SQ;RF IK  5Fr10cm PL Straight 0.038"GW;260418VA;0.0;EA;ZFRT;780;0;0;0.0;FG
5005;4RSB50N10SQ;RF IK  5Fr10cm PL Straight 0.038"GW;260418VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB50N10SQX;RF IK  5Fr10cm PL Straight 0.038"GW;260320A;1760.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB50N10SQX;RF IK  5Fr10cm PL Straight 0.038"GW;260320A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB50N25AQ;RF IK  5Fr 25cm PL Angled 0.038" GW;260317VA;260.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50N25AQ;RF IK  5Fr 25cm PL Angled 0.038" GW;260420VA;0.0;EA;ZFRT;440;0;0;0.0;FG
5005;4RSB50N25AQ;RF IK  5Fr 25cm PL Angled 0.038" GW;260420VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB50N25AQX;RF IK  5Fr 25cm PL Angled 0.038" GW;251218A;300.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB50N25AQX;RF IK  5Fr 25cm PL Angled 0.038" GW;260319A;700.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB50N25AQX;RF IK  5Fr 25cm PL Angled 0.038" GW;260319A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60G07SQ;RF IK  6Fr 7cm PL Straight 0.025"GW;260223VA;12420.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60G07SQ;RF IK  6Fr 7cm PL Straight 0.025"GW;260324VA;13100.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB60G07SQ;RF IK  6Fr 7cm PL Straight 0.025"GW;260324VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60G07SQX;RF IK  6Fr 7cm PL Straight 0.025"GW;251124A;780.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60G07SQX;RF IK  6Fr 7cm PL Straight 0.025"GW;260228A;4100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60G10MR;RF IK 6Fr10cm SpringStraight J 0.025"GW;260227VA;400.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60G10MR;RF IK 6Fr10cm SpringStraight J 0.025"GW;260423VA;0.0;EA;ZFRT;1200;0;0;0.0;FG
5005;4RSB60G10MR;RF IK 6Fr10cm SpringStraight J 0.025"GW;260423VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60G10SQ;RF IK  6Fr10cm PL Straight 0.025"GW;260224VA;3560.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60K10MQ;RF IK 6Fr10cm SpringStraight J 0.035"GW;260224VA;60.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60K10MQ;RF IK 6Fr10cm SpringStraight J 0.035"GW;260418VA;0.0;EA;ZFRT;760;0;0;0.0;FG
5005;4RSB60K10MQ;RF IK 6Fr10cm SpringStraight J 0.035"GW;260418VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60K10MQX;RF IK 6Fr10cm SpringStraight J 0.035"GW;260128A;10780.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60K10MQX;RF IK 6Fr10cm SpringStraight J 0.035"GW;260130A;5600.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60K10MQX;RF IK 6Fr10cm SpringStraight J 0.035"GW;260209A;6100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60K10MQX;RF IK 6Fr10cm SpringStraight J 0.035"GW;260210A;6100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60K10MQX;RF IK 6Fr10cm SpringStraight J 0.035"GW;260213A;6100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60K10MQX;RF IK 6Fr10cm SpringStraight J 0.035"GW;260304A;6100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60K10MQX;RF IK 6Fr10cm SpringStraight J 0.035"GW;260327A;7000.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB60K10MQX;RF IK 6Fr10cm SpringStraight J 0.035"GW;260327A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60K10MR;RF IK 6Fr10cm SpringStraight J 0.035"GW;260205VA;5100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60K10MR;RF IK 6Fr10cm SpringStraight J 0.035"GW;260423VA;0.0;EA;ZFRT;12100;0;0;0.0;FG
5005;4RSB60K10MR;RF IK 6Fr10cm SpringStraight J 0.035"GW;260423VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60K10MRX;RF IK 6Fr10cm SpringStraight J 0.035"GW;251219A;200.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60K10MRX;RF IK 6Fr10cm SpringStraight J 0.035"GW;260323A;900.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB60K10MRX;RF IK 6Fr10cm SpringStraight J 0.035"GW;260323A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60K25AQ;RF IK  6Fr 25cm PL Angled 0.035" GW;260226VA;600.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60N10MQ;RF IK 6Fr10cm SpringStraight J 0.038"GW;260127VA;1640.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60N10MQ;RF IK 6Fr10cm SpringStraight J 0.038"GW;260305VA;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60N10MQ;RF IK 6Fr10cm SpringStraight J 0.038"GW;260407VA;13100.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB60N10MQ;RF IK 6Fr10cm SpringStraight J 0.038"GW;260407VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60N10MQX;RF IK 6Fr10cm SpringStraight J 0.038"GW;260123A;2160.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60N10MQX;RF IK 6Fr10cm SpringStraight J 0.038"GW;260210A;6100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60N10MQX;RF IK 6Fr10cm SpringStraight J 0.038"GW;260309A;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60N10MR;RF IK 6Fr10cm SpringStraight J 0.038"GW;250924VA;0.0;EA;ZFRT;0;0;0;100.0;FG
2001;4RSB60N10MR;RF IK 6Fr10cm SpringStraight J 0.038"GW;260320VA;2700.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB60N10MR;RF IK 6Fr10cm SpringStraight J 0.038"GW;260320VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60N10MR5;RF IK 6Fr 10cm SpringStraight J 0.038"GW;260112VA;300.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60N10MR5;RF IK 6Fr 10cm SpringStraight J 0.038"GW;260310VA;13900.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60N10MR5;RF IK 6Fr 10cm SpringStraight J 0.038"GW;260424VA;0.0;EA;ZFRT;13100;0;0;0.0;FG
2001;4RSB60N10MR5;RF IK 6Fr 10cm SpringStraight J 0.038"GW;260508VA;0.0;EA;ZFRT;13900;0;0;0.0;FG
5005;4RSB60N10MR5;RF IK 6Fr 10cm SpringStraight J 0.038"GW;260424VA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSB60N10MR5;RF IK 6Fr 10cm SpringStraight J 0.038"GW;260508VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60N10SQ;RF IK  6Fr10cm PL Straight 0.038"GW;260318VA;420.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB60N10SQ;RF IK  6Fr10cm PL Straight 0.038"GW;260318VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60N10SQX;RF IK  6Fr10cm PL Straight 0.038"GW;260224A;2840.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60N25AQ;RF IK  6Fr 25cm PL Angled 0.038" GW;260226VA;320.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60N25AQ;RF IK  6Fr 25cm PL Angled 0.038" GW;260421VA;0.0;EA;ZFRT;1100;0;0;0.0;FG
5005;4RSB60N25AQ;RF IK  6Fr 25cm PL Angled 0.038" GW;260421VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60N25AQ5;RF IK  6Fr 25cm PL Angled 0.038" GW;260421VA;0.0;EA;ZFRT;100;0;0;0.0;FG
5005;4RSB60N25AQ5;RF IK  6Fr 25cm PL Angled 0.038" GW;260421VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB60N25AQX;RF IK  6Fr 25cm PL Angled 0.038" GW;260121A;960.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB60N25AQX;RF IK  6Fr 25cm PL Angled 0.038" GW;260228A;3000.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70K10MQ;RF IK 7Fr10cm SpringStraight J 0.035"GW;260318VA;1100.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB70K10MQ;RF IK 7Fr10cm SpringStraight J 0.035"GW;260318VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB70K10MQX;RF IK 7Fr10cm SpringStraight J 0.035"GW;251224A;20.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70K10MQX;RF IK 7Fr10cm SpringStraight J 0.035"GW;251224B;3700.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70K10MQX;RF IK 7Fr10cm SpringStraight J 0.035"GW;260121A;4320.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70K10MQX;RF IK 7Fr10cm SpringStraight J 0.035"GW;260203A;6100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70K10MQX;RF IK 7Fr10cm SpringStraight J 0.035"GW;260325A;13100.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB70K10MQX;RF IK 7Fr10cm SpringStraight J 0.035"GW;260325A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB70K10MR;RF IK 7Fr10cm SpringStraight J 0.035"GW;260225VA;3200.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70K10MR;RF IK 7Fr10cm SpringStraight J 0.035"GW;260421VA;0.0;EA;ZFRT;6700;0;0;0.0;FG
5005;4RSB70K10MR;RF IK 7Fr10cm SpringStraight J 0.035"GW;260421VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB70K25AQ;RF IK  7Fr 25cm PL Angled 0.035" GW;260226VA;40.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70K25AQ;RF IK  7Fr 25cm PL Angled 0.035" GW;260421VA;0.0;EA;ZFRT;200;0;0;0.0;FG
5005;4RSB70K25AQ;RF IK  7Fr 25cm PL Angled 0.035" GW;260421VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB70N10MQ;RF IK 7Fr10cm SpringStraight J 0.038"GW;260319VA;9080.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB70N10MQ;RF IK 7Fr10cm SpringStraight J 0.038"GW;260319VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB70N10MQX;RF IK 7Fr10cm SpringStraight J 0.038"GW;260223A;11240.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70N10MR;RF IK 7Fr10cm SpringStraight J 0.038"GW;260106VA;100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70N10MR5;RF IK 7Fr 10cm SpringStraight J 0.038"GW;260226VA;3000.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70N10MR5;RF IK 7Fr 10cm SpringStraight J 0.038"GW;260424VA;0.0;EA;ZFRT;7600;0;0;0.0;FG
5005;4RSB70N10MR5;RF IK 7Fr 10cm SpringStraight J 0.038"GW;260424VA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSB70N10SQ;RF IK  7Fr10cm PL Straight 0.038"GW;260319VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB70N10SQX;RF IK  7Fr10cm PL Straight 0.038"GW;250707A;40.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70N10SQX;RF IK  7Fr10cm PL Straight 0.038"GW;260226A;1700.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70N25AQ;RF IK  7Fr 25cm PL Angled 0.038" GW;260226VA;320.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB70N25AQ;RF IK  7Fr 25cm PL Angled 0.038" GW;260421VA;0.0;EA;ZFRT;1600;0;0;0.0;FG
5005;4RSB70N25AQ;RF IK  7Fr 25cm PL Angled 0.038" GW;260421VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB70N25AQ5;RF IK  7Fr 25cm PL Angled 0.038" GW;260421VA;0.0;EA;ZFRT;200;0;0;0.0;FG
5005;4RSB70N25AQ5;RF IK  7Fr 25cm PL Angled 0.038" GW;260421VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB70N25AQX;RF IK  7Fr 25cm PL Angled 0.038" GW;260121A;1600.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB80K10MQX;RF IK 8Fr10cm SpringStraight J 0.035"GW;251225B;600.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB80K10MQX;RF IK 8Fr10cm SpringStraight J 0.035"GW;260202A;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB80K10MQX;RF IK 8Fr10cm SpringStraight J 0.035"GW;260306A;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB80K10MR;RF IK 8Fr10cm SpringStraight J 0.035"GW;260227VA;2300.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB80K10MR;RF IK 8Fr10cm SpringStraight J 0.035"GW;260422VA;0.0;EA;ZFRT;4300;0;0;0.0;FG
5005;4RSB80K10MR;RF IK 8Fr10cm SpringStraight J 0.035"GW;260422VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB80K25AQ;RF IK  8Fr 25cm PL Angled 0.035" GW;260320VA;320.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB80K25AQ;RF IK  8Fr 25cm PL Angled 0.035" GW;260320VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB80N10MQ;RF IK 8Fr10cm SpringStraight J 0.038"GW;260320VA;4400.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB80N10MQ;RF IK 8Fr10cm SpringStraight J 0.038"GW;260320VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB80N10MQX;RF IK 8Fr10cm SpringStraight J 0.038"GW;260130A;9500.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB80N10MQX;RF IK 8Fr10cm SpringStraight J 0.038"GW;260414A;0.0;EA;ZFRT;13100;0;0;0.0;FG
5005;4RSB80N10MQX;RF IK 8Fr10cm SpringStraight J 0.038"GW;260414A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB80N10MR;RF IK 8Fr10cm SpringStraight J 0.038"GW;260227VA;900.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB80N10MR5;RF IK 8Fr 10cm SpringStraight J 0.038"GW;260227VA;8600.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSB80N10SQ;RF IK  8Fr10cm PL Straight 0.038"GW;260320VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB80N10SQX;RF IK  8Fr10cm PL Straight 0.038"GW;260225A;1900.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB80N25AQ;RF IK  8Fr 25cm PL Angled 0.038" GW;260226VA;1100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB80N25AQ5;RF IK  8Fr 25cm PL Angled 0.038" GW;260317VA;20.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSB80N25AQ5;RF IK  8Fr 25cm PL Angled 0.038" GW;260420VA;0.0;EA;ZFRT;20;0;0;0.0;FG
5005;4RSB80N25AQ5;RF IK  8Fr 25cm PL Angled 0.038" GW;260420VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSB80N25AQX;RF IK  8Fr 25cm PL Angled 0.038" GW;260122A;1860.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSC40G10NRX;RF IK  4Fr 10cm;260320A;200.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSC40G10NRX;RF IK  4Fr 10cm;260320A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSC40K10NRX;RF IK  4Fr 10cm;260227A;5400.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSC40K10NRX;RF IK  4Fr 10cm;260422A;0.0;EA;ZFRT;6100;0;0;0.0;FG
5005;4RSC40K10NRX;RF IK  4Fr 10cm;260422A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSC50N10NRX;RF IK  5Fr 10cm;260209A;12900.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSC60N10NRX;RF IK  6Fr 10cm;251202A;3100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSC60N10NRX;RF IK  6Fr 10cm;260312A;13900.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSC60N10NRX;RF IK  6Fr 10cm;260415A;0.0;EA;ZFRT;13900;0;0;0.0;FG
2001;4RSC60N10NRX;RF IK  6Fr 10cm;260509A;0.0;EA;ZFRT;13900;0;0;0.0;FG
5005;4RSC60N10NRX;RF IK  6Fr 10cm;260415A;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSC60N10NRX;RF IK  6Fr 10cm;260509A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSC60N25NR;RF IK  6Fr 25cm;260421VA;0.0;EA;ZFRT;200;0;0;0.0;FG
5005;4RSC60N25NR;RF IK  6Fr 25cm;260421VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSC70N10NRX;RF IK  7Fr 10cm;260119A;3900.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSC70N10NRX;RF IK  7Fr 10cm;260418A;0.0;EA;ZFRT;10300;0;0;0.0;FG
5005;4RSC70N10NRX;RF IK  7Fr 10cm;260418A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSC70N25NR;RF IK  7Fr 25cm;260421VA;0.0;EA;ZFRT;100;0;0;0.0;FG
5005;4RSC70N25NR;RF IK  7Fr 25cm;260421VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSC80N10NRX;RF IK  8Fr 10cm;251218A;2200.0;EA;ZFRT;0;0;0;0.0;FG
